7F1A1204	7C3A80EF 7D6DB019 791B6623
7DD1EE5F	7F30DE11 7F627736 7E506B41 7BD9DB47 6F6162D7 7D062436 8017B63E 72EA0BC1 7F2F2FB4 81F5A769 7E34CD62 7F4AAD0A
8116D50E	7BDE6DD8 7CE0F587
7AAF4DE3	7DB9627D 7D8DFDDB 7E972DEB 7514A2BC 764EF8D1 791A6BA9 754A5C22 7E048F48 80161A89 7C46C2AF 7ED13261
82F12787	77CA7B0E 79CA9F71 7C4AFB2F 78382B97 7C956671 7A01AC30 837AA4B8 7EE9A137 8140AED8 79FBD393 808BE99B
7EBEC23A	5E1FA923 7A981AE2 7F75A210 754A41A9 8073B40F 63C96F99 7CEB4522 7E062C00 80669985 76694D5B 7B1BBB17 7DB37B72 03CD5002 7DAE60F9 75C1D230 841511F8
780A74A0	7BD002F8 7845EBEF 7EE41132 796407C3 7D93B7EA 8016D486 793EE145 7E562B59 7AAD9E0B 79907068 79103BD0 7E25FA5E 815A5A2C 7AA74EEE 75A51D35 7C15AE3A
7EEC2164	5970C281
7CF0C82D	7B6CDB6A 7B3EDFCA 7BDE7B5D 7C661C2E 7BCC2EB5
612D2BF7	7EED1ECB 806E8101 7D8534F2 7EFC63CF 7F4A9255 77783016 75ECA608 80036077 8158C466 7DD2F531
809A353F	76671A25 7575448D
81724A87	7FBDF331 794E46F6
7FBA923B	79CD285C 5AB5FB6D 7D79369E 7F762252 804D526A 7F448598 5A0902C7 22ED470D 77615E46
5F3BD4D5	77E473E8 7B9EC83D 8088C627 05CBDBA4 76CB67BE 7BEDDECC 7C0C5434 7FDB945A 80620E88 763DF8B9 8068832D 80FB9E0B 7E18659A 7E6CCA97 808B20DC 8096B4B8 7E578F29 7EF25DC7 80A8ABD0 08861394 7B5ACF75 7E1BDC6E
762A47AB	76E4B240 7AB8A5D3 7AD6FBBC 77BB11EE
7E282F72	7623184B
7F07B301	756C67BB 79F666C4 759D5A30 7A8ABAFA 77E62257 75438514 76786E1C 775A79DB 7FEED319 59E6F49E 7DE0D6A2 759EA3C5 7CE9FC04 7D1EEDA8 7EA656D1 7CB81E41
80EDB88B	7783F8F0 7FCA1234 776B308C 7E3E2DD2 7FA79B4F
82FE1835	754E19B9 7DEAF8C5 7AD94E17 80509B88
7589A5BD	7E62F038 80B4088A 80AE71CF
7E0D68F4	5B54F902
812D0E8C	7B00FB4F 8095135E 7918BF59 7586CAC6 7FE14590
7E6D9212	756C67BB 7E939D69 75DE356A
80E16180	7511A6B4 81DAC21B 753BFF86 810E6BD0
7784D839	7CC31094 7C21E31D 7D103539 75841F1C 812BF1FB 7F86E7E2 7E2F9057 8043CD1B 7EDBD24D 7F0FB782
805AF757	81A1F3E4 7D15F376 7CBBB7E8 82F0A905
8095B7B9	63508BA1 7D14E4EA 7E5BC646 77D43BCF
77EFE4DA	807DB42B 7C6F81D5 77A0C41F 799B6FCB 7959E996 7839443C 7773903C 7A65441D 7F734753 7CBCC289 7D650D14 772B0C48 0A9B67CE 8075A5AC 768DAD15 7C03ECE4 7692519D 75A7D23F 7BFE2206 77D7DAA3 78E8E925 7719156A
7DC824C4	7B02E5E6 7B137FB5 601B7AA5 7E8E2802 80B15C82 7F502F75 85952E3D 8147A793 7DC19620 7F77A5A0 76BB563A 7F3837F7 7EF02910 6190A96A 63614CC5 7AB83F15
7EC9E890	7F1617CC 73F3612F 7CF22EFA 26B4B33F 7DE29E60 75A7F7B8 7E09476E 7E1B9796 8107AE4B 831A45DB 805408EF 177C6714 7CF84C19 7F864DEF 7F90E2F1 7A56DD9C
8054D05E	5F2A4A1A 7CEBA4B0 7D1DC87F
7E4597F7	7AC6D693 7BCFA0C5 7F3674CB 6F01E0B5 78F69844
7DF258A4	811FC5FD 75092D4F 7DF7921D 7F59C581 758F9518 7F0ED817 7E44BDE1 7E1AB0CD 30B77C26 7D0C096B 75C7FAA6 760898DB 7C0AECF7 8081FC1D 7F9A752D
7F09E06F	5B2C5F57 786DF3A0 81EEB5A6 760DE98A 78CC5EDB
7D23C38F	81521C88 804F84AB 7FEA6151 76E08221 7E39C81E 815DF5B3 7D4EC92C 7D82439A 7F6A042F 80BCDECD 7BD4065C
77BBE264	7E09476E 7E3A5596 5E3B9601 7D886344 5BB36109 7E6C0FF1 767181AC 0AA1C532 80521193 7E5BC38F
7F5F2A64	811E94C1
80CDCF4D	6DEE8FC9 7EF37FA0 7BFE929B 5A277289 815474CE 76A47F56 7125C51C 7BFF0A0D 7D5482AC
7EC12329	7DCF3122
797D370D	7EA66C72 7ACAC47B 7EEFD985 780A4038
78A9D48E	593D868F 76588D3E 77740243 78962E96 7C607BE1 7C8CBCD5 794A63C9 7F511F3D 81339340 5BAC00C6 7B76CDAC 75C62D76 7F419DA1 7FE4FBA7 813F1ACC 76785E13 7F43327B 7E7AC972 7D333CE2 781C09ED 7CB658B5 812EE235 778831C4 802CDBFE 0939BD24 79DEA508 79FAEDA1 7F4AD734 7F18FD06 7A25E3BC 766AD734 7B46F421 7F468D62 7B653457 792F998B 80518017 792766CE 7EF6F406 796BCF1E 7A8E2A59 7B756718 7FF3960D 75ABCDC2 7ED1232B 814DE8B8 752D81FA 7938C4A5 7ADBD4BC 7A53325A 76A02B9E 814ED9CE 81CC2529 7B162A07 7BD20408 75258538 7EA2ADD1 7926A21D 7EF65A45
80DD2CD3	7D5A0549
7FB32869	80022276 7D32835C 7CED573A 807272E0 796D0971 79313C82 7EDF04E5 7F956D7D
7F8F2044	7F3363BF 77D34C74
7AC6F901	7DF2B792 7682A506
80628284	7D08B6DA 6F1113FB 7DECA8AA 695DB925
7DEC790E	8033D1A9 79A27895 7FA49700 7FA72A39 7F535953 5A57792D 7F37BFDB 7CC16838 7E5835CB 76BC5571
8020E57A	58D8737D 7F4BAC22 5EE885F0 040BA5BD 8038D60B 5C2D63DD 7DEB6798 8020C809 7CAF0D21 808716FE 7C481688 73FE8613 7DBD080B 7E74C9B7 7E0560B3
79D3AE3B	7ED57A12 806BF929 77409644 7775C5B8 7E51E3CE 7F5062CC 809401D2 7DD22820 79794D4C 7BE8F84D 7ADA5F06 7FDCCF87 7895F589
7ED98651	7F84D2C3 7CCF8B74 757206E5 8060654D 7E98FDAC 7F2E640D 81ACFCD5
598589C8	69AA15E5 7D07870B 7AB1626B 0541B465 7C4C5757 7CB861E6 7E1E7ECC 23A5589A 7678C57B 77F57CBE 766A9089 77952543 765FE438 7A17DC80 73B490E2 7B093443 7709220F 7EB927DF 59167A07 5F69E432 766160AB 77EFBD5B 79B2A685 75D97044 005DBC30 755A084D 7CA968B6 7BC4A7E6 7A0B7F02 797F9F86 78514493 79AB7B5A 7ED9C142 80AB42D8 76EFFC14 7B2AAF56 7FA0FF1F 5A7B9341 7ABDFC8E
8100D6F4	7E940485 7CF61E6A 7A15C58E 26386DEB 753FF99C 80A8ABD0 7E030D2B 7D75FF67 805D7916 8062E2E4
8086E520	806B0E52 7C147D05 7CF2B67D 061EC052 7D77B93A 7736DBB5
7D6120C6	7EC9432C
7AD54399	759030BF 7D93656B 7A54E544 7F77F0DD 7BCCA97A 59D9BF65 5DD9FDBB 5872D57C
811CB931	8126EB32 7A06D609 5C945EE9 7D701481 7802DEC2 856CDAB7 7D9A75F4 7F900DC7 0A7917A9 7FF6025F 7730CCEB
76F5D54C	76CC1C66 7CEFD3D3 8040CE7D 772328FE 7CF941A3 7E3066C9 7A344EE2 7DBF2377 8016DF3F 7D6C8261 8118AD5B 80A76DC6 8089FEB7
7D3AEC7D	810F8CCD 762AC7DC 7E124DEE 5F4D1200 7E817140
7DE24168	7CC9FEED 7A49FA07 8169045A 756D69F1 7A0FA174 7F7FD443 7B873023 778AC04F 7AD21C97 7CFE9268 7E7B7E3A
7D04C916	7DB4A852 7F7DBD83 07511127 7AE56FDB 810EA37F
7E093593	5C90F9A8 7DBE4701 7C47E1CF 7CA71CE1 5E8D3EEC 81162556 7F38E35A 7532D0AE 5C945EE9 76CA647D 074B7662 7E2AFBD5 76BFAC06 7A232449 80049CC7 7D43D04A 7D5EE9B2 809645DE 0B57975D 7EE0AE0C 800A3B52 8081EDB7
7FE03679	7AE2DE5C 5A143AE6 6CD36BEF 7A1A605B 8106DA96
80B36D10	809A649F 772142B1 71B634F7 7D07FA1D 7D6DB019 7B432BC3 80F90DD9 7F43B575
1350F2E6	7938C102 750C244C 7BCEDC64 7F6A7133 7DDD18B4 7B69356A 6FFA646A 76DBF68F 76CEE498 77D99B7E 7F96E4AE 812C10CD 7672BD29 77E69763 8111A5CE
7E4D27CB	7FAF153F 78DCC949 809EA0C2 7E0B33AA 8053EFB4
7D08063E	5E7A696D 7546613D 79DCF639 775FAA1F 04E058E9 6D1B0781 0955CAE7 7B83B8B0 80454D05 736E36BD 749A1539
79E26A34	7E3A8BC6 78DF594B 761730C5 746B28BE 772312E8 75C89ABD
7F8C3130	816D2580 5B4A8502 75A53678
81DA87D6	80CEDECF 77F31249 7FD5253D 75C2597F 77388481 79ADC9A1 7F7E6AE6 7E6FF857 8013817D 7BA8210A
5B256724	76A75E7F 76D3393F 754F8D47 7F0A9116 7B939177 7EBD3F36 771A690F 80DF2088 757CEB45 7DB0450A 7E62D33C 7B2726BC 7C59FAE6 79935381 7FE789DA
7D8AB05F	7E59FAAE 7D9E62BA 7F07C326 7D4E3DF4 75D7BFFF 80529A64 80B6C5A7 7D236AA9 7D41E114 7EE78114 812138D8 7ECFD98A
807221F3	77F5AD9B 789DD811 61EC204D 80A2F72D 7C85BCA2 243C5317 5E1A85A6 81022974 76C2AB51 79583DC4 7E86602A 6A49A0B7
7FCF0461	7DB9BC95 7D5938B4 7F04B5F0 7D7F2D2C 7BF1ECFF 6E2A23A7 7E95B857
7EE82C1B	7F4BEE38 800AE768 7770FD04 81714EAD 7E27438B 7DEAE0D7 7D528032 5F63D041 7E1E6FF2 7F6114E2 7DA7FD19 816CAF12
7FC87669	77AA3088 06E75757 7643F2BB 77E1BF6A 8096D126 7C514DC3
7AFDFFC7	66A46858 765FA12D 770AA83C 778CA666 0A81CE3F 80E9C24B 7C683BF4 131A55F9 75C3A0C7 79C48383 79C020C4 7E6F2F58 76430531 7DF546DC 76913C43 7CC54845 7BAB8A01 7EB06DF3 75564653 7A21FB54 79331F77 799536F3 7B6228D5 7631DAD6 7CD0B7B2 7F2C3C2D
8108546D	1277AC18 80AFE97F 75A91319
814025B6	79367149 7F191596 7D2CA5F7 79D9B9C5 80DC0199
7D667DD9	762A937E 7D3860EE 7E7992FB 7DCF00CD 7E46BD93
7D63A4DF	783660D3
7C0B28B6	75E4F0FD 77071F4D 8115E912
794637FB	7CA061BD 78035662 7FA0B2A6 7DE06149 79AD061B 7741EBB6 7E031333 766D85C1
7E868FC7	7BA80900 7870E697 8052C359 7A2C2910 7A3AD778
7ECCF31A	8243640C 7B5A7596 7DFDDFF5 7F7E0891 6F5FF666 8118EF34 5DF1571D 7CBD79C9
7D612C72	18ED1E50
7E167B6D	0796D267 7ADAFA16 7DF6DBBE 5C706258 80D47052 7EF504F9 7A8408FD 7872D838 7D3F7B3C 82664274 5A4F2359
7F063E71	5F2F5E13 80B24BE8 8095ADD7 7D001658 807C6619 5E75CDA1 7E5C6ABC 58F17CC8
7E4D79A0	8051BBDD
802CBE77	58B8CA78 7F614F39 7FF98A61 7F7A4F4A 7F1FB2DC 80F24D7A 73EBAEE8 7F00FE69 801AC6DB 75BF179F 787B6A48 7899D176 5AEE1761
80CA2080	80353BEB 7EB640AB 7F75255D 7F4BB3DA 7DFCA717 80C2DE61 81688745 810F536C 7EA2CC65 6A4AE848 7E4965E7
7E74FF95	6394642E 7DF83478 813A7EBA 5DB9E66D 78DCC949 6C891C53 7F7A017E
81DF4054	7A19C102 7A6157D4 5F539229 79216A9B 765D92EB 7DFDF7A7 81403B72 8118AD5B 7DDA55CB 7CE65DBC 7EEBC830 80FF1645 7D2DA11B
760A728F	7A02B430 7AB4F93C 7D9D297C 7EBB23C6 76E19B43 7E7AF882 7AFB7D7C 7D62CF5A 7BF291B7 76CD655D 808B4D0B 77C16D9E 806F5A32
80502A8D	05379A86
76C79895	786DCB71 753640C5
7DB90E56	82F237CF 7A631C65 7E326C0D
7E38F6D0	80316405 7B6E515C 7C77788E 792FC728 7AB82B32 7F3417CC 7CE44BCB 788AECDB 816A1019
7FEA3B55	7881699C 7C82CC3B 76865EC7 76A76EAA 78492253 80A9418D 792C8787 7A4307DD 7FB2EA1A 770D9F9B 7CA12E7D 80D1588B 7793348B
816C7FD6	7A024604 80CF9461 70466F68 7F808E03 7E2BA99D 7D5B4283 5F1F73C2
7D91670D	7DEA1AC7 815F922E 7525817F 7986C0AE 7DA2F3D0 8106B92F 7D5C7FD5 7E761BCA 7D47888A 0C89D6B8 814D7C73 816789CD 8081EFA9 7B8F46BA
7F58FE02	07F9188E 7E00167B 5E19E054 256AB23C
7AC954C7	7E0CD452 7F709CFA 09044F85 7A413A93 7F5AB795 817056DA 7EDA4D13 81BFE078 5D2C1B00 7940CF20 7DDC68B5 7DE57C56 771EEB39 792DB9F4 7DCEDA1F 80F8EA70 760FB149 790F6CEC 81FE5AC7 77292055 797411D7
806833D1	8107AE4B 8178B389
7F9F6777	58E989B1 7A0C3505
7E924AC3	605CD4C7 59F08BD1
816935D0	7DD28053 58BE9990 02F115E3 7D50D8CA 80CA2080 7F3C908F 7E1290DB 810F536C 7D231AF3 7DAF05AC 7B16CCE8 6F318950 7F07428A 7F75255D
804D7E83	810B1262 80540287 5CFBEC12 772D06F4 6164F0B1
7B5F4FDF	7A8D6276 7CBCCDB1 80D3FE6E 815E8943
7C450AC9	7706AD3F 77F8F7D0 79099C39 7F5978DC 77DD00F7 770078FB 80793118 7C50D2D1 7BDDFD1E 79910C6E 7E74C9D1 755096B2
7FD93945	769BFFDB 8133D33D 7F84A3AC 80168581 80201968 7855B0CD 7AE797D7 80428D63
800265F7	7A4D4B18 8100D4D9 0458B26E 3CC41D54 7462C44C 5972B986 7DEB463C 7E7456B6 7F075B18 80A9D3FA 790EB1D4 802EF331
7FBB6F7B	72A45E6A 80C3FC39 7F06AC09 81596E66 784E0C8A 80244449 81595456 8146965C 7EA0105F 76F88BFF 80F8EFAA 5C3B3314 7F950A67 740F909E 6D88881E 75350A21
778ADB92	8176E0D4 7E23DBD8 7D60F98F 816FA743 80D1BC1C 80FCB7C6 7B0AD659 7F8A14ED 80BC6DDD 7662D90A 7CA45007 7F385F6A 80513AF2 795EA34E 7CC04E36 808DB5D5 7D02BCFF 80FA0D56
7D8AF5B6	78066E7F 7D7C384A 7F8B25FA 08BE592C 75B822DB 795F427D 7B52DBD9 7E418B68 057C704D 795B38F0 7556577A 77094B96 794FF8DB 7966ECF6 7A889AA1 725ECAF7 68A374BD 04514BBD 79E3EC9B 7BF3D6FF 0C4223AD 75F7B10A 7F959C6D 779AD2FD 79CC62A3 8067424C 5E59FE59 78B0E3D6 7E343508 5A109702 766488F6 7934CDC8 760991FD 796BB95C 032D39A7 71F3471B 76DD18BC 7BE2622D 788C222B 844B8EA6 02942894 7D1549E0 79506EE3 76F002B0 7BCF744A 8178F70D 069CEAC7 7D032514 811CC441 7D1B6F2A 7BEF01CA 7C70B49E 5BF34482 75B316BE 8124803E 75594F4D 78762148 772C4F53 7ED85E52 7FCDD38D 8151B1DA 767001BE 78DE4369 7A715FA2 786AF2A1 0712E39C 80886DE0 75A36C87 79114633 797A90E4 0B93712B 58565CF0 6ED7E930 7E0DAAB7 75864E79 762A8BB8 7779D4CC 7BFDEFC2 80B494B5 771A1A67 7959BA9E 7B7BA749 7795E9E1 7B205193 77C21767 7A622789 7DFA246C 7ABE6275 7C43729A 7E483A9E 78B057DC 79AE886C 80F8D9E8 8175B35E 5DB9D488 07E2DFB1 7D7AB802 5B2F79E1 85915D6C
80944E00	5DE97DBE 5A104940
7E67DB96	78F89D63 7968BB16 7ABFDBC7 7F18C00E 750BA3E4 797A6EF6 5ADA6EB6 7903E29A 79D5DCE8 7F0B7042 7D035B49 79A100B1 80B02248 7CC00C10 75A8A125 7E783A23 782FD589 7ACC16D6 7A485189 7BEC9726 7D09DDE5
80552251	79706F7A
7F78760B	7CDE13BF 79F884F4 7F77F0DD 78C01793
7E14EE94	7DE24168 7AD21C97 7E7B7E3A 7CD29FAC 7BF5A49B
5DB1C82C	06CD51CB 7A5BB2CE 7BD32927 7C506E11 7EDA8B47 808FC92E 80D5C85E 70A17B15 7730BDB6 7B152959 7DA3A6BA 8102A096 85B9B6ED 7B59E0E1 7C9A350E 7D593E1D 7DBC6080 5FC2DBCA 75D98A75 764F6E08 7825E5D2 785454D4 7B913359 77DB5A33 7A54B388 7DCAE10C 5A6069C9 791693BE 798C4CCD 79DFAA1D 7B0FD08B 7D0D7DC6 5AA268EE 78B0B662 7AEFD33F 7B908332 7BB67F5F 7F462704 7F93D25F 015DFF7B 55C47389 76079A7E 76360A27 7658B9A3 77031D54 7B9C88A2 8109F207 72043985 7781A8A0 782CE01C 7EB0A52A 5F20753D 7730DB71 7BF1D583 7852C035 786845D6 79A67F71 7B8F720B 7DDA1BFD 803CCC61 779C991F 796BB308 799914CF 799B14A2 7AF6B888 7DE71FBE 825BBE9E 75987214 7B302284 7BEC3FC8 7C6C7F45 7EB513A6 7FF9EAFB 5DAB313A 7535CF64 78DE8D1E 8141C58B 5945F7D7 5D8CEBDC 76897B9E 771702C6 7A7968C7 7B07F130 7CFFB112 7ED85C3B 75B6DE69 75CC848D 78472344 7898AC74 7BB1061F 02563562 7822DC83 7A0126AF 7F96CAE9 75A90911 75C0969F 7616FC72 7EBF5545 7A8D414C 7B0FEE7F 7C4EAA87 75A48CF1 770B0514 7773A978 78F2E620 7C6D4717 758F652F 78310D6B 78F2E25E 7B54E7BF 7BC4DD8A 814E510B 23021132 7E88BCDE 7F297CB3 817180B1 03554404 78558FC2 79382A55 79FED62B 7FCA4330 050EE41F 761E2285 78C60AFD 7C87FE24 811FFC15 046960AF 75F23B9E 7BBA4C48 7D1B4D06 77761F8D 77B40337 7B005929 7BCE6395 7CDB068E 77BC75E9 784DC72A 7C2FD732 7EF8CDC1 83EF3981 781E1695 7A4CDD62 7A550BC8 7C451DDD 7F4FF4AD 01781538 6E36F2D8 757E2755 768C78CA 793FC21B 7C1AF81C 7E784BDF 80866B7E 6E921B93 76E88E6C 76F7C56F 7901E7EC 790F2FAD 7A00A038 7B0C4AF1 7B33A33B 7D6C216C 5C8C7A32 7A25248D 5C7FB799 788100BD 79AB3B21 7A654FDA 7C7CAE59 7EC2462A 7728D27F 78795651 7A731712 7BCCF6A1 7C8AC52E 7FC0BBF5 75FA5709 7CCA442A 78E83660 7C68FFFF 7DCDDB81 80471CB7 7592B0AB 770F64C9 7B36F958 7BC0B98D 7CD0F0FD 7E1A1C6A 09D4D040 75A2E8F4 767213C7 7E0E16FB 7EE90580 02E434BE 03A2A8C8 059D7E6C 7613D791 76261B09 763FB86B 76A30AB4 76B8AC01 004B6CE7 6FC383B9 7BABF00B 733B4E6C 794BB9DD 7A279243 7B27BD2D 7DEE230D 7566B8AA 7BC4FABA 7DB2C7BF 7E7EBBB3 8150B22E 76995911 78E86D81 78F29C1E 7AA9E87D 7B81D062 8179C6EA 6DF14A7F 7B46C2B9 76154402 76B7235B 7795E3BF 78C6F678 7CA024F4 7F933F14 75B2EB3F 75F70EE5 7B9AB587 7D45361E 7E07FD16 7F10E73D 802F8E40 835A4F93 756E58E4 788F5333 78CE4E59 794E82D5 7E40602D 81D8D7F1 778FB9A8 7865D84D 7FEA2F0E 758ACA4E 776210FF 7AD3AF73 7A048C76 7A2FA5BC 7CB03452 8045E21F 76EEDEE7 78101A0B 0A3A1E14 78007844 79736A73 80D4E527 80E82533 758EDE7B 797839FA 7BAAF4E3 7E5B58BB 7FD49350
815EEA1E	810F536C 7F07428A 58BE9990 7D6B4C94 8188054F 7C248714 7D8301E9 5B13718D 7D35FE22 7DAF05AC 7D231AF3 809696A1 80353BEB 7E1290DB 7B3F2BDF 7EEBC086 7E1BDC6E 7CF7DE0B 7E9E9D33 80E18D10 77D41CFC
7FFE940C	7F7A01FC 7F06D890 812A2B0F 59B87671 7BC99014 7E630A81 7E11C662 796A2BBD
7DCFC3D3	73750D2E 801D353A 805E4031
7F47C1E3	69F74B0A 7FB2D4AF 770F3389 752E9AFD 8045E4F2 7DEAE0D7 81BE3DAA 7DE6B67B 7DED0E59 7D4C3235 7D685017 7D639E3C 8135FBCC 5CD2AAB4
7D759DBD	5DE7CD09 78C38B6C 786E0C99 76DBAB10 806AA4EC 80DDBB3B 75EACC5B
7F8458B5	7536FF16
7EE2DF45	80EE0904 7D0FC814 7BEB3844
83B9A645	816D7046 7920D6F9 820AA388 7DA5AA57 7FB309B9 7E1425A9 821259A0 7D5A7532
7E8BEB04	7DFB515A 7D3AE99A 21714B13 7FB026EB 5AD125A0
7D6D2344	7E901ECE 7C184926 7F8FF9FA 7AF7C517 7B9664C2
807C2861	714C86C2 7BA5BFB3 7583A6EA 8128FCE1 69C2D7A5 754C394A 7DC7CEDD 80865142 78F80F83 00F6F68D 733E9273 7432BF7E 0A1C16F6 7DE9275A 81C3386E 7FEC7587 77268B2A 7F36FFA6 81CB977F 7873E96F 7D4FEE37 7EC4316F 7DB09FC8 7FD2F559 7193AF0F 7DF3BBED 7D7F058A 767024C6 7CC32F8A 815CDE6F 5A33E17C 77F4CFDF 79E98B2E 7B6F4064 5E90A11E
81126735	7CBF2FEA
800EFAF7	5BAC1F96 09F82C18 5ECE6223 7E372077
7E2CAC25	7A0D37E7 7DC5897B 7704F774 652E03DB 7954A128 7CF81778 820093BF 799A50D6 37983E3F 769EFFBE 0D70F298 777F0D1B 803E6219 790E3265 8118255B
7EACB7B0	7F733292 7DE8AE28 789D6D5E 8177AC3C 7F6E2DD4 78740985 7DBD751A 76D063DD 8149D2BF
807D3949	5B32132F 79BF696F 7AF5E236 7B307F72 7C87860F
7FADDDB7	7E8770A3
7CA5A63F	79B69E51 7865A032 7D065C37
7DDD6AA9	0587F24D 7FA6AF0E 01A14BA8 7725C6DC
7648E654	7CD98BE6 762444C1 78BBB7D4
7DF59EC6	599C6DF7 7AA87F18
7EC2225F	83072E54 784CD5C5 757EFC3F 07ED3620 7FE8B611 7B386D20 7D12AA25 7911C07F 7B23923C 809C72A8 7EB9EA06 768D0EF4 807686B0 86363AFF 7C76DE00 848C0E39 795F81C4 59DD09B5 7D404C50 80B58F4B 75E53163 728F4AD1 85B777AC 7EC09CDB
776A9D99	7D401F37 5D12BD74 8106B92F 8081EFA9 76C2AB51 7F36A216 7AF50FD5 7D47888A
8154F41B	79B80686 59DF03C5 7CE7F137 80A566A4 79569B75 7D38EC5E 7D1DAB78 7ECCFB19 7DA4E5EB 8085274E
7B97E629	6EA9210E 81312285 80F6162E 7ABCC00C 7AE4546E 7EF2625B 8124860C
811F8931	7FCB6CD1 7DBC1731 813EA9A8 80A252A2 7D93FD59 7DA124FA 7F1D5B47 7512624A 7BAB7A74 80C0C64F 7FA159BD 7F54E7A7 7E3D0E70 80C28458
7FD3532B	5E892147 6EA9210E 7F2631CB 81DF6199 5D0FE2C0 76C70DBC 81312285 7AE4546E 8124860C 7E9CF752 81032BC8 813C6F1A 7ABCC00C 812CEDDA 5D454323 81701F5E 81EF8D9D 80F6162E 76ABFDCA
68C9FE10	7EB61BFB 7F072FF9 80CBA7B7 7F8855AF
7FE1636B	80067C96 7F040759 7F97874C 77A255AA 799E35D2 75657DB5
8115E943	094EB408 7DCA14A7
7E43EE85	5B3B6FCE 7B6CF290 7837A88E 80F923AA 7ED96B35 84B0DA63 791AF629 5F040F11 7DEBE415 811CABAB 76FC6FCE 5FE15097 5C440377 80B49560 80C674FC
8170F463	7E6BC24A 064918DB 81561406 7E5F683C 7D26F9DD 7D12CD43 80BB4507
7F29BC69	7E36FE18 7E9E3C2A 7D4661E5 7C351FBA 7C20B364 77307F73 77B8B6BF 7869AF46 7DF3F115 760B476E 7A01B668
60914149	7D46EF09 7A25AB75 7E8F38FA 79A2B1D7 76CA5F46 81464DE1 7F05270B 806C12D1 80D2CF23 77B6D541 7E723A68 759641B4 786A127D 77A3AEDB 7D801862 7E862392 7C0039EF 7D45696F 7A8CD36D 77CB13CC 7DD5AA40 7F0173A9 7DEFD507 5A0CF47E 7F882263 7871F24F 7709DC1F 7D9E3E00 77740EBB 7A04B29E 7E6350D4 7918EF4D
7F96251D	7D664CF8 7FD22077 5D9DBC55
8122E0EE	7D329563 7F8458B5 81070A7B
7DAF6C11	5DE24A36 7E421AD9 806559F5 7D09CF9E
7DF6AA30	8108D1DB 2452C958 7B8BB8AF 7B783913 792D53CC 7525817F 7C5166CF 7591450C 77BB11EE 7F5F5A7A
7D227951	812D90E9 5E177F1C 6DA75DC7 809B64AD 80848D62 7D797050 80242800 812B9A2D
5F63275D	7EB786C3 80C6A5E7 79BD7139 80296B90 7793348B 7998AE80 791EB3A1 7C6053A7 7F1B2A83 81275D85 765FB419 7ACBB1DE 7D700338 7DDA55CB 77BD4292 798942BF 804E2C27
8000B4CA	809138D8 778C1DF5
800083A8	7DDA6F20 80A393B5 7DB4A852 5F0FBB88 7FA935D4 7B3B622B 7EC62B43 5D96570C 7EBFA7F8 7F9CED3E 810EA37F 80174752 7AE56FDB 7988897E 6C7F84C8 0528A3CE 5BAC1F96 061D1267 5EB3F2E7 7D04C916 7E06B8AF 7F7B1B7B 07511127 23B85BF0 7F7DBD83 7F999764 813ABEDF 58B116EC
80E509AA	76F11737 267B9EF4 80AE3E5A 5BBB4CB3 809149DA 7CE00983
7FFB6852	7E4E25F7 7D9B14EA 761ADAFA 7547DB08 626684AA
7BD8D47B	83E84B61 78523DB0 5E5882CD 5FADBD00 7C73118F 77412083
7E407968	7F483FB0 7EE926CB 7DC7CBE2 7F5C3A9C 7CF50E9B 79833BE1 7EA563B0 06EF14E5 5D32588C
8071FBF5	7FA49700 7DF05D72 77D3AD29 7BA55869 76FDAA32 5AAD321D 80DD8945 7E802946 7DB8B35E 786F7048 7D9E6395 7ECD6FCC 81E7CA60 78DB0997 7F56D93D
80AB2E24	7F07C99F 7F605E7A 7FE4A9CD
7A078509	76E2C2FC 7FB44ADD 7A99A104 7BA072C5 7F83605D 77A5F12A 7A8CF0F9 7A457E9E
7D7D70AA	7F6DF360 7EB66A96 798C50BF 7E1A66BA 5DE45E1E 7D79B7C9 7D9A3854 58EF6A40 77601FCE 78EC3541 81F56A73 817957F3 7EA14718
813A6150	7D780A40 7A223879 812F9440 7E3221C7 7F8C1C2A 77664B48 7ED7D197
7F759709	798386FF 7D59425C 22B35466 7F07B99D 8039BB8B
59C280FC	7D5C582C 62945C42 7F03D27D
7D05E3FC	78FE6FB4 7DA8C719 7BCF2802 7FAEE70A 7AD6BB14
81484BB2	80558D9F 009B69EC
80C4C299	7F65D56F 7EF19213 806011D5 8099ED64 7A1EEF6D 7EFA841C 8046C672 7579243E 7DB5A55E 801694BE 7E300107 7F2E2B04
76CF866E	0324E412 7CFCB029
803D24CF	7A79B663 838F381F 7AFD3CF3 7DF8C502 7709220F 7B703942 657ED062 786AB064 7AAE9836 0C1C63D8 7A813E4F 7738BCF2 7981B6EA 7F218708 81067A77 7546F729 7E319071 790B0284 78F39536 7FBEE3D7
7D09E45A	7AB6F449 7BF17B79 7CCC8DC9 757B2B56 7DBB38D3
8389DB17	7F75255D 790CFD0B 7DDB0B99 80A336DD 7F0D03C0 80EFC398 7DD28053 7B721B15 7EC46A3A 7FD15A01 817CD172 816ACE3F 7E46BD93 7992683E 7D50D8CA 7E46D2A2 7F155F6F 7979D56C 765F4D28 813FAD1B 7F606CFF
7EAB383C	7B74A7DA 774A14F7 7C9C1323 778CDBCD 7B82F0C7 7AF9C4A9 7DB554AC 76E338A5
