3316C1E9	Geoffrey Mazeroff A
555C1E5E	Von-Hippel-Lindau- Gen-Mutationstypen Assoziation mit Genexpressionssignaturen in klarzelligen Nierenzellkarzinomen
779A7B14	On the Origin of Cusps in Dark Matter Halos
7EA6FC12	Mining service abstractions (NIER track)
63B37E58	Similarity and cluster analysis algorithms for microarrays using R* trees
7E7C6A9A	Metabolite profiling and assessment of metabolome compartmentation of soybean leaves using non-aqueous fractionation and GC-MS analysis
7A7B055A	Constraints on star formation from the close packing of protostars in clusters
8388DDF3	ON -ROAD VEHICLE DETECTION BASED ON HIERARCHICAL CLUSTERING AND ADAPTIVE VEHICLE LOCALIZATION
5F8460E5	An Examination of the Comorbidity between Externalizing Disorders and Reading Disabilities in School-Age Boys
5E3D1A3B	Partially supervised hierarchical clustering of SAR and multispectral imagery for urban areas
13147095	A Development of Customer Segmentation by Using Data Mining Technique
7F60AAC2	A neuro-fuzzy approach to agglomerative clustering
60B90734	Bolstering CDM by Buttressing Tidal Tails: Confirming Two Candidate Extragalactic Globular Clusters (NGC5024, NGC5466)
7DF57C7D	The organization of taste sensibilities in hamster chorda tympani nerve fibers
7A000F08	Gene Expression Profile Analysis of the Spontaneous Reversal of Rat Hepatic Fibrosis by cDNA Microarray
5D147F8F	Genome-wide transcriptional changes during the lag phase of Saccharomyces cerevisiae
80B3920B	Quality of life in Croatian Homeland war (1991-1995) veterans who suffer from post-traumatic stress disorder and chronic pain.
767DBA13	Observational tests of the delta_c-M_vir relation in hierarchical clustering models
5D93A33E	Interpretation of the Stephan Quintet Galaxy Cluster using Hydro-Gravitational Theory
5B5269FD	Multimedia retrieval from a large number of sources in a ubiquitous environment
6259CBCE	Mirage: A tool for interactive pattern recognition from multimedia data
05D21A60	Characterization of Ground Motion in Regions of South Africa at Rock Sites
79DA3225	Regional-scale identification of groundwater-surface water interaction using hydrochemistry and multivariate statistical methods, Wairarapa Valley, New Zealand
7F01D46C	Differential DNA hypermethylation and hypomethylation signatures in colorectal cancer
7937F517	The proteomics of colorectal cancer: identification of a protein signature associated with prognosis.
190BF96B	Analytical data in technology, their analysis, structure and interpretation
7FA87FD6	Opinion retrieval through unsupervised topological learning
7FF9BFB1	Heliobrychis Seksiyonuna Ait Bazı Korunga (Onobrychis sp.) Türleri Üzerinde Morfolojik Araştırmalar
813D0996	Automatically mining application signatures for lightweight deep packet inspection
7575BF2A	Minimal Invasive Gender Determination of Birds by Means of UV-Resonance Raman Spectroscopy
0261A630	Hierarchical Clustering in Astrophysical Systems
776401AE	X-RAY FLUORESCENCE COMBINED WITH CHEMOMETRICS FOR THE CHARACTERIZATION OF GEOLOGICAL SAMPLES: A CASE STUDY IN SOUTHEASTERN SENEGAL
7CFC8BAB	Improving Search Speed on Pointer-Based Large Data Structures Using a Hierarchical Clustering Copying Algorithm
759F4C08	Hierarchical service-oriented routing of queries in wireless sensor networks
794819E3	Agglomerative Mean-Shift Clustering
777AB794	Clue: A microcomputer program for hierarchical clustering: A. THielemans, M.P. Derde and D.L. Massart, Elsevier Scientific Software, Amsterdam, 1986. $295/Dfl.975/£245; manual only $30/Dfl.100/£25. The introductory part of the annual is available free
7860121C	Variations in the Home Literacy Environment of Preschool Children: A Cluster Analytic Approach.
7C981A3C	Datgan, a reusable software system for facile interrogation and visualization of complex transcription profiling data
7F9F1C76	Evolution of proto-galaxy-clusters to their present form: theory and observations
79C871CE	Nuclear spin relaxation in quasicrystals via hierarchically variable-range electron hopping
844FE88D	Robust clustering algorithms
7B8CD570	Variability Analysis of HIV-1 gp120 V3 Region: IV. Distribution Functions for Intra- and Inter- Subtype Amino Acid Hamming Distances
783687D3	Privacy Preserving Outlier Detection Using Hierarchical Clustering Methods
0ACB05AE	Classification of some HIV/AIDS variables: a multivariate approach
7F64F53A	Longidorus biformis n. sp. and L. glycines n. sp. (Nematoda: Longidoridae): Two Amphimictic Species from Arkansas
785403C1	A DISTINCT PEAK-FLUX DISTRIBUTION OF THE THIRD CLASS OF GAMMA-RAY BURSTS: A POSSIBLE SIGNATURE OF X-RAY FLASHES?
5E8E4C45	Hierarchical Intuitionistic Fuzzy Possibilistic C Means Kernel Clustering Algorithm for Distributed Networks
06019DA3	A Variable Resolution Virtual Sensor in Social Behaviour Networks
7CFFC287	How can bees colour graphs
10803B08	Summer Hot, Summer Not: Emissions, Transport, and Trends of Ground Level Ozone over the Mid-Atlantic U.S.
76853320	Collisionless damping of density fluctuations in an expanding universe
7CEBB3C8	Automatic Content-Based Image Retrieval Using Hierarchical Clustering Algorithms
5A9222DB	Computer-assisted mapping of paddy-field soils
7B62C5E6	Gene expression profile changes correlating with radioresistance in human cell lines
3B0AE3D2	Progress in Hierarchical Clustering & Minimum Weight Triangulation
7C3AEF29	Mutual synchronization and clustering in randomly coupled chaotic dynamical networks
7B9525A3	Experimental investigations into the carcinogenic effect of antitumor and immunosuppressive agents
7AC453EF	Modelling the impact of afforestation on average annual streamflow in the Loess Plateau, China
72D9F1B6	An approach to customers daily load profile determination
61BF11AE	The assembly of supermassive black holes in hierarchical clustering cosmologies
5DFD111E	A Business Process Metric Based on the Alpha Algorithm Relations
8155E351	Review based on data clustering algorithms
76C4F1C2	Discovery of underlying morphological relations using an agglomerative clustering algorithm
808CD430	Emerging Use of Gene Expression Microarrays in Plant Physiology
07259C81	Hierarchical clustering of mixture tying using a partially observable Markov decision process
0723E487	A Hierarchical Clustering and Validity Index for Mixed Data
7B70079A	A meta-classifier for detecting prostate cancer by quantitative integration of in vivo magnetic resonance spectroscopy and magnetic resonance imaging
7623C55A	Palaeobathymetric zonation of foraminifera from lower Permian shale deposits of a high-latitude southern interior sea
5EF3EB48	Real Estate Programs: A Note on Publication Performance
79416D96	Comparison of the immunophenotypes of signet‐ring cell carcinoma, solid adenocarcinoma with mucin production, and mucinous bronchioloalveolar carcinoma of the lung characterized by the presence of cytoplasmic mucin
7DF2EBE8	DNA Fingerprinting and Phylogenetic Analysis of WNIN Rat Strain and Its Obese Mutants Using Microsatellite Markers
0BD9550C	Contextual Concept Discovery Algorithm
7A5300A5	Differentiation of the root of Cultivated Ginseng, Mountain Cultivated Ginseng and Mountain Wild Ginseng using FT-IR and two-dimensional correlation IR spectroscopy
7A91D13E	On the midpath tree conjuncture: a counter-example
79E72133	A new perspective on the irregular satellites of Saturn – I. Dynamical and collisional history
0B5C368F	A Classification of Sediment Types Based on Statistical Multivariate Techniques
80D2F2B1	A cluster-based approach for the innovation assessment of countries
04878438	Meltzer PS: Estrogen receptor status in breast cancer is associated with remarkably distinct gene ex
5DBE9C25	DISSIMILARITY AND RELATED METHODS FOR FUNCTIONAL DATA(Functional Data Analysis)
7A56553F	Distributed hierarchical search for balanced energy consumption routing spanning trees in wireless sensor networks
7EFBA885	Mining VIP Based on an Improved Hierarchical Clustering Method
7DD09239	MeshAndCollect: an automated multi‐crystal data‐collection workflow for synchrotron macromolecular crystallography beamlines
759C523C	Private equity firms: unaccountable accountability and anti-social behaviour
7EC3C4F4	Analysis of the real EADGENE data set: Multivariate approaches and post analysis (Open Access publication)
76D52D66	Intelligent query agent for structural document databases
7DC97E8F	Constructing Operation-Level Ontologies for Web Services
7E635B29	Shape averaging under Time Warping
5D7FB5A1	The Competitivevness of Colombian Departments: An Analysis from the Economic Geography Perspective
0A00538D	Detection of a Pseudobulge Hidden Inside the
7605F6C7	An amino acid map of inter-residue contact energies using metric multi-dimensional scaling
7E6282A1	Heavy Metal Pollution and Eutrophication in the Lower Salado River Basin (Argentina)
63763316	Hydrograph shape factor: A robust approach for hydrologic classification
001C0F41	HIERARCHICAL CLUSTERING OF VERBS
7C979589	An efficient hybrid clustering approach of microarray gene expression data
782F5DAF	Evaluation of classification quality and comparative analysis of clustering and self-organization
7DE313C2	A systematic multi-step methodology for performance analysis of communication traces of distributed applications based on hierarchical clustering
7F059893	Software clustering based on information loss minimization
761BCA0E	The expression of native and cultured human retinal pigment epithelial cells grown in different culture conditions
5F04DDE9	Isolation and analysis of candidate ascochyta blight defence genes in chickpea. Part II. Microarray expression analysis of putative defence-related ESTs
8137EAF6	Map-TreeMaps: A New Approach for Hierarchical and Topological Clustering
765C901C	Media repertoires of selective audiences: the impact of status, gender, and age on media use
63740338	The Mean Pairwise Peculiar Velocity in Cosmological N-Body Simulations: Time Variation, Scale Dependence, and the Stable Condition
7C35D2B6	Effects of land-use and land-cover pattern on landscape-scale biodiversity in the European Alps
7E4D19A7	Study on classification of the efficacy of traditional Chinese medicine based on FAAS combined with chemometrics methods
5943A3CC	Networks of Nations: Social Network Analysis and the Study of World Politics
7509334F	The fundamental relations of elliptical galaxies
79AD4A2B	Hierarchically adaptive distributed fault diagnosis in mobile ad hoc networks using clustering
6011CCEB	Spatio-Temporal Clustering of Monitoring Network
79AE188E	The grouping problem in forensic glass analysis: a divisive approach1
