7538AFB4	Signal Processing-image Communication<---A region-based subband coding scheme
5EC58D50	Information not present<---Optimal refinement/significance map tradeoffs in SPIHT-based image compression
67993347	Signal Processing-image Communication<---A new encryption-then-compression algorithm using the rate–distortion optimization
809A1CA3	IEEE Transactions on Circuits and Systems for Video Technology<---A frame-layer bit allocation for H.263+
8027C4E4	Data Compression Conference<---Low Complexity Rate Distortion Optimization for HEVC
756979A9	Asia Pacific Conference on Circuits and Systems<---A two-pass video encoder by fixed lagrange multipliers
77E5CD0C	Visual Communications and Image Processing<---Error-resilient video coding using long-term memory motion-compensated prediction over feedback channel
7E5B3594	International Conference on Acoustics, Speech, and Signal Processing<---Flicker Suppression in JPEG2000 using Segmentation-Based Adjustment of Block Truncation Lengths
80280910	IEEE Transactions on Multimedia<---Rate-Distortion Optimized Interactive Light Field Streaming
7CB5C97F	IEEE Transactions on Image Processing<---Rate-distortion optimized hybrid error control for real-time packetized video transmission
814DB031	Information not present<---Rate-distortion optimized network communication using general MDC
7E255177	International Conference on Multimedia and Expo<---Rate-distortion optimized dynamic bitstream switching for scalable video streaming
7B28FB41	Information not present<---RDTC Optimized Streaming for Remote Browsing in Image-Based Scene Representations
7F76F96B	Canadian Conference on Electrical and Computer Engineering<---A standard-based system for robust video transmission over the Internet
7F6E346D	International Conference on Computer Communications<---Rate-Distortion Optimized Network Communication
7FC7311B	IEEE Transactions on Circuits and Systems for Video Technology<---Fast Bit Rate Estimation for Mode Decision of H.264/AVC
7A76E578	International Conference on Image Processing<---Full rate distortion optimizaton of MPEG-2 video coding
58AC5AC0	Pacific Rim Conference on Multimedia<---Stereoscopic video coding based on global displacement compensated prediction
7FC98AB9	IEEE Journal of Selected Topics in Signal Processing<---A Flexible Multiple Description Coding Framework for Adaptive Peer-to-Peer Video Streaming
81155B40	Information not present<---A New Rate Control Algorithm for H.264
7CFB1CBA	IEEE Transactions on Image Processing<---Optimal multidimensional bit-rate control for video communication
7FEB2EE0	IEEE Transactions on Multimedia<---Distributed Collaboration for Enhanced Sender-Driven Video Streaming
7B45948E	Proceedings of SPIE<---Content-adaptive motion estimation for efficient video compression
7ACAA543	Applied Mechanics and Materials<---A Novel Header Bits Estimation Scheme for H.264/AVC Standard
7CC4BCCA	Information not present<---JPEG2000 ROI coding method with perfect fine-grain accuracy and lossless recovery
7F4DAC45	International Conference on Image Processing<---Efficient inter/intra mode decision for H.264/AVC inter frame transcoding
79923902	Information not present<---Fast Transform and Quantization Architecture with All-Zero Detection and Bit Estimation for H. 264/AVC
75968BCB	International Conference on Model Transformation<---Rate-Distortion Optimization in HTTP Streaming
7DEE704C	Information not present<---Proactive optimization of real-time video
815FDFC1	IEEE Transactions on Consumer Electronics<---An efficient inter-frame coding with intra skip decision in H.264/AVC
8153137D	International Conference on Multimedia and Expo<---Scalable audio streaming over the internet with network-aware rate-distortion optimization
031B95EE	Information not present<---A rate control scheme for H.264/AVC CBR transmission
682D2184	Information not present<---Wavelet-Based Video Compression Using Long-Term Memory Motion-Compensated Prediction and Context-Based Adaptive Arithmetic Coding
7B46F44F	Journal of Central South University of Technology<---Screen image sequence compression method utilizing adaptive block size coding and hierarchical GOP structure
7A6AA4C9	International Conference on Image Processing<---Low-complexity rate-distortion optimized video streaming
7DD6A5FF	Information not present<---Rate-distortion optimized video summary generation and transmission over packet lossy networks
79ABB63C	Information not present<---Mosaic-guided video retargeting for video adaptation
07175C3F	Information not present<---An im-proved H. 263-codec using rate-distortion optimization
7DAEF3C8	Information not present<---A Novel Inter-frame Mode Decision Prediction Algorithm for H.264/AVC
76DAFAAE	IEEE Transactions on Circuits and Systems for Video Technology<---Shape coding using temporal correlation and joint VLC optimization
76B35E6A	Information not present<---An Optimized Rate Control Algorithm for H.264 Under Low Delay Constraint
75BFCDBD	Information not present<---A Fast Full Search Scheme for Rate-Distortion Optimization of Variable Block Size and Multi-frame Motion Estimation
7B871DB0	International Conference on Model Transformation<---An integrated rate control method joint with error resilience for H.264 over packet loss channel
754171E4	Wireless Personal Communications<---A Scalable Information Security Technique: Joint Authentication-Coding Mechanism for Multimedia over Heterogeneous Wireless Networks
72641993	International Conference on Multimedia and Expo<---Rate-Distortion Optimized Bandwidth Adaptation for Distributed Media Delivery
76E5A6B2	Information not present<---Adaptive disparity estimation for stereoscopic video coding
7D8D30F5	Information not present<---Alternative Transform Based on the Correlation of the Residual Signal
7E0EFA49	Information not present<---Video encoder optimization for efficient video analysis in resource-limited systems
7E8C2BBC	International Conference on Multimedia and Expo<---Temporal rate-distortion based optimal video summary generation
7ED2AD5B	International Conference on Acoustics, Speech, and Signal Processing<---Block INTER mode decision for fast encoding of H.264
7D056771	IEEE Transactions on Circuits and Systems for Video Technology<---Perceptually-Friendly H.264/AVC Video Coding Based on Foveated Just-Noticeable-Distortion Model
7C68B755	Optical Engineering<---Markov system for image vector quantization coding
7F355E1C	Journal of Visual Communication and Image Representation<---Rateless scalable video coding for overlay multisource streaming in MANETs
7AAAA308	IEEE Transactions on Circuits and Systems for Video Technology<---Optimal variable-rate mean-gain-shape vector quantization for image coding
817945CA	Designs, Codes and Cryptography<---Rate-distortion optimization for the SPIHT encoder
7CEAA85B	Active Media Technology<---A Novel Fast Inter Mode Decision Algorithm in H.264/AVC for Forest Fire Prevention Surveillance
78B25355	IEEE Transactions on Image Processing<---Rate-distortion optimized tree-structured compression algorithms for piecewise polynomial images
7206C1AC	International Conference on Communications<---A simplified model of delta-distortion for JPEG2000 rate control
8161680E	International Conference on Image Processing<---A block based encoding algorithm for matching pursuit image coding
7F7B71FA	Information not present<---Rate-distortion optimization using structural information in H.264 strictly Intra-frame encoder
7A8D91C7	Information not present<---Rate estimation for CABAC with low complexity
7709365D	Information not present<---Adaptive Fast Inter Mode Decision for Wireless Video Applications Using H.264/AVC
8111AABF	IEEE Transactions on Circuits and Systems for Video Technology<---Highly Parallel Rate-Distortion Optimized Intra-Mode Decision on Multicore Graphics Processors
238D0B83	Information not present<---Efficient variable block size motion estimation architecture for real-time rate distortion optimization of H. 264/AVC encoder (Special issue on nonlinear circuits and signal processing)
7F11205B	Cyberworlds<---Hard-decision quantization with adaptive reconstruction levels for High Efficiency Video Coding
79245EA5	International Conference on Image Processing<---Rate-distortion optimal downsampling of H.264 compressed video using full-resolution information
30B4D409	Information not present<---一個使用多層串流技術之轉碼器架構設計於精細可調層次式到MPEG-1/2/4單一層次式的位元流轉碼應用
77312E59	Information not present<---Efficient mode selection with extreme value detection based pre-processing algorithm for H.264/AVC fast intra mode decision
7FF524DF	International Symposium on Circuits and Systems<---An efficient VLSI architecture for rate disdortion optimization in AVS video encoder
